,topic,last_sentence,checked_sentence,eval_label,generated_sentence
892,Skiing,"Skiing
im planning a Skiing trip next winter","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",Do you participate in competitive skiing?,"Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow."
893,Bodybuilding supplement,"Bodybuilding supplement
i wanna start drinking protein shakes",A number of herbal concoctions and tonics have been used by strong men and athletes since ancient times across cultures to try to increase their strength and stamina.,Herbal protein shakes are the best if you want to increase strength and stamina. Athletes have been doing this since ancient times.,"Protein shakes are great! They are commonly used by bodybuilders, weightlifters, and athletes."
894,Archery,I don't mind going old-school. At least you don't have to worry a bout snapping your bow!,The arrows were made of pine and consisted of a mainshaft and a long fore shaft with a flint point.,"Right!  I mean, as long as  you can protect yourself!  And make sure that your arrows are made of pine - because it's a bit softer and easier to carve into a super sharp point.","Well if you consider that historically it's used for hunting and combat, people have been shot with arrows - I mean look at Hawkeye!  He's the ultimate archery master!"
895,Bowling,"Bowling
I really enjoy bowling. Its a great way to have fun and to get your mind off things. Do you like bowling?",Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,"I do bowl for a leisure activity, it is fun to roll the ball toward the target. ","Yes, I love bowling. It's a great way to have fun.  Do you bowl for a team?"
896,Elvis Presley,How did he die?,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.","He passed away on August 16th, 1977.","I'm not sure, but he died of a heart attack on June 30, 1977.  "
897,Bowling,Bowling,Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,Do you like bowling? I love throwing the ball at the targets.,I love to bowl cricket. It is the action of propelling the ball toward the wicket defended by a batsman.
898,Nickelback,How many members do they have?,"The band is composed of guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.","They have four members. They are Chad Kroeger, Ryan Peake, Mike Kroeger and Daniel Adair.","I'm not sure, but I know they have Chad Kroeger, guitarist, keyboardist, and backing vocalist."
899,Hunting,Hunting,"Hunting is the practice of killing or trapping animals, or pursuing or tracking them with the intent of doing so.",do you like hunting? killing or trapping animals ?,I love to go hunting. It's a great way to get some fresh air and exercise. Do you like to hunt?
900,Skiing,"no, i just do it for fun. anything i should know  in advanced for my Skiing trip?",The first depiction of a skier with two ski poles dates to 1741.,Just make sure to bring two ski poles.,There are many types of competitive skiing events recognized by the International Ski Federation (FISFIS).
901,Bodybuilding supplement,"cool, tell me more plz","In the 1910s, Eugen Sandow, widely considered to be the first modern bodybuilder in the West, advocated the use of dietary control to enhance muscle growth.",Eugen Sandow was the first modern bodybuilder in the west that started to suggest the use of dietary supplements to grow your muscles faster.,"Well, Eugen Sandow was the first modern bodybuilder in the West. He advocated the use of dietary supplements to enhance muscle growth."
902,John Grisham,"John Grisham
Did you know John Grisham is a popular author?","Grisham's first bestseller, ""The Firm"", sold more than seven million copies.","Yes, his first bestseller ""The Firm"" sold more than 7 million copies!","Yes, he is an American novelist, attorney, politician, and activist, best known for his popular legal thrillers."
903,Bowling,Yes I agree. Its so peaceful to me also. Whats your favorite thing about bowling?,"A strike is when all the pins are knocked down on the first roll, whereas a spare is when all the pins are knocked over on the second shot.",I love when I knock down all the pins on the first try and I get a strike. ,"I like the fact that it is a leisure activity, it is fun to roll the ball toward the target. "
