,topic,last_sentence,checked_sentence,eval_label,generated_sentence
507,Brewery,"That makes sense, now i'm assuming they use machines in large buildings. Am I right?","Before the rise of production breweries, the production of beer took place at home and was the domain of women, as baking and brewing were seen as ""women's work"".","Yes, now, but before the production of breweries, it actually took place at home and was a woman's job!","Yes, the oldest still functional brewery in the world is believed to be the German state-owned Weihenstephan brewery"
508,Coyote,"Really? That is sad, it's naive to from a hunting perspective, you can never kill all of them, its impossible. When a female wolf howls shes doing a roll call and if she hears one missing she breeds more to replace them.","It is smaller than its close relative, the gray wolf, and slightly smaller than the closely related eastern wolf and red wolf.",That's quite cool. I like coyotes too - another member of the canine family.,"Yeah, I think it's amazing that wolves are able to adapt so quickly to human society. "
509,Little Red Corvette,Do you remember the Prince song Little Red Corvette?,"Released as a single from the album ""1999"" in 1983, the song was his biggest hit at the time, and his first to reach the top 10 in the US, peaking at number six on the ""Billboard"" Hot 100 singles chart.","Do you mean the song he released in 1983 on his album ""1999""?","No, I don't. I do know that the first model, a convertible, was introduced at the GM Motorama in 1953 as a concept and was followed ten years later, in the 1963 second generation, in coupe and convertible styles."
510,Police officer,Police officer,"A police officer, also known as an officer, policeperson, policeman, policewoman, cop, police agent, or a police employee is a warranted law employee of a police force.",police officers get a lot of flack these days in america,"A police officer, also known as an officer, policeman, policewoman, cop/copper, police agent, or a police employee is a warranted law employee of a police force."
511,Dental braces,Dental braces,"Dental braces (also known as braces, orthodontic cases, or cases) are devices used in orthodontics that align and straighten teeth and help position them with regard to a person's bite, while also aiming to improve dental health.","I have braces, they are devices used in orthodontics that align and straighten teeth, but they hurt me a lot, i dont know what to do","Dental braces are devices used in orthodontics that align and straighten teeth and help position them with regard to a person's bite, while also aiming to improve dental health."
512,Highbury,"No, they are from London, England",Highbury is a district in North London and part of the London Borough of Islington.,Highbury is a district in London,"Yes, they were the first club from the South of England to join The Football League, in 1893"
513,Snapple,Hmm I always wondered how it got the name. You seem to know so much about Snapple.,"Snapple was founded by Leonard Marsh, Hyman Golden, and Arnold Greenberg in 1972 in Valley Stream, Long Island, New York.",Thanks! The founder was named Leonard Marsh - some would say he was an innovator.,"It was first conceived as a part-time venture to supply fruit juices to health food stores, so I'm sure that's how it got its name."
514,Meatloaf,"Wow that sound delicious, I've usually make a honey glaze meatloaf. My family loves it! ","Meatloaf is usually made from ground beef, although lamb, pork, veal, venison, poultry and seafood are also used.","Never tried the honey glaze - will give that a go! You can use a mix of beef, pork and veal to change it up a bit.","Honey glaze is a traditional German, Scandinavian and Belgian dish, and it is a cousin to the Dutch meatball."
515,Walmart,"Walmart
Ever been to a Walmart, dont usually see very quality looking people in them.","Wal-Mart Stores, Inc., doing business as Walmart, is an American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores.","Oh yes, its an American multinational retail cooperation","I agree.  They have 11,703 stores and clubs in 27 countries, operating under 55 different names."
516,Aquarium,Aquarium,"An aquarium (plural: ""aquariums"" or ""aquaria"") is a vivarium of any size having at least one transparent side in which aquatic plants or animals are kept and displayed.","I like to build tanks! An aquarium (plural: ""aquariums"" or ""aquaria"") is a vivarium of any size having at least one transparent side",I love going to the aquarium. It is a vivarium of any size having at least one transparent side in which aquatic plants or animals are kept and displayed.
517,Chevrolet Corvette,That's right.  Wonder how much a Corvette costs nowadays,"Originally built in Flint, Michigan and St. Louis, Missouri, the Corvette is currently manufactured in Bowling Green, Kentucky and is the official sports car of the Commonwealth of Kentucky.","About 60,000.  The Chevy Corvette is the official sports car of the state of Kentucky;  It is produced in Bowling Green.","The first model, a convertible, was introduced at the GM Motorama in 1953 as a concept and was followed ten years later, in the 1963 second generation, in coupe and convertible styles."
