,topic,last_sentence,checked_sentence,eval_label,generated_sentence
2314,Financial Accounting Standards Board,"Just basic knowledge, but it was a brutal year to say the least.","The Financial Accounting Standards Board (FASB) is a private, non-profit organization standard setting body whose primary purpose is to establish and improve generally accepted accounting principles (GAAP) within the United States in the public's interest.",Yeah! It has to do with complex calculation of various items on the Debit and Credit column according to the  Financial Accounting Standards Board (FASB,I know that accounting is a measurement process.  Did you ever use a calculator in your studies?
2315,Blues,"Right. I was formally trained for about a year, enough to give me a basic knowledge of playing. And I used to sing along with Axl too, my first experience with singing","The blues form, ubiquitous in jazz, rhythm and blues and rock and roll, is characterized by the call-and-response pattern, the blues scale and specific chord progressions, of which the twelve-bar blues is the most common.","I've never been so musically talented, but I'm interested in the transition from Blues to Rock and Roll. ",That's awesome! I've always wanted to learn how to play the blues guitar. I think I'd like to try it out one day.
2316,Drama school,Drama school,"If the drama school is part of a degree-granting institution, undergraduates typically take a Bachelor of Arts, Bachelor of Fine Arts, or, occasionally, Bachelor of Science or Bachelor of Design.",I'm hoping to go to drama school and get a Bachelor of Fine Arts,Drama school is a great way to learn about acting and acting in general. Do you have any drama school experience?
2317,Green,"I used to use blue and yellow paint to make green, so that makes sense",Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,Many creatures have adapted to green environments by turning green themselves.,It is evoked by light which has a dominant wavelength of roughly 570590 nm. It's pretty cool.
2318,Popcorn,"Popcorn
do you like popcorn?","Some strains of corn (taxonomized as ""Zea mays"") are cultivated specifically as popping corns.",Love it.  Especially sweet popcorn.  Aparently some strains of corn are actually cultivated specially as popping corns.,I love popcorn! It's a variety of corn that expands and puffs up when heated. 
2319,Chihuahua (dog),They are pretty tiny. What is the largest bredd?,"Chihuahuas come in a wide variety of colors, and two coat lengths.","Irish Wolfhounds are up there, but they don't range as much in colors or coat length like chihuahuas do.",I'm not sure but I do know that the Chihuahua is the smallest breed of dog.
2320,Skiing,"Hm, alright. Do you know anything about the history of skiing?","Many types of competitive skiing events are recognized by the International Olympic Committee (IOC), and the International Ski Federation (FIS).",Many types of competitive skiing events are recognized by the International Olympic Committee ,"Skiing has a history of almost five millennia. Although modern skiing has evolved from beginnings in Scandinavia, it may have been practiced more than 100 centuries ago in what is now China, according to an interpretation of ancient paintings."
2321,no_passages_used,What are some of your favorite teams?,no_passages_used,I favor the Florida Gators,My favorite team is the Dallas Cowboys. They are the most successful team in NFL history. They have won five Super Bowls.
2322,Financial Accounting Standards Board,"Exactly, I hated doing that, its so dry and not interesting. ","The FASB replaced the American Institute of Certified Public Accountants' (AICPA) Accounting Principles Board (APB) on July 1, 1973.","Its an interesting subject though.All you need is to understand the principles of entry. Credit the giver,Debit the receiver states by the' (AICPA) Accounting Principles Board (APB) on   ",Yeah! It has to do with complex calculation of various items on the Debit and Credit column according to the  Financial Accounting Standards Board (FASB
2323,Heavy metal music,A lot of rock music has it's roots in blues music progressions.,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",Are you a fan of heavy metal?,Blues is a great genre of music. It's very diverse and has a wide variety of styles. 
2324,Academy Drama School,Great!  Were do you plan to go to Drama school?,The Academy Drama School (often referred to as the Academy) was a British drama school in London.,I wish I could go to the Academy Drama School in London but it closed in 2007.,"No, I want to be an actor. I've always wanted to try my hand at acting."
2325,Green,"Thats pretty cool, like a chameleon?","In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",Exactly. In the Middle Ages green was the color associated with merchants and bankers.,"Yes, they can change their color by changing their body shape. They are called chameleons."
