,topic,last_sentence,checked_sentence,eval_label,generated_sentence
3376,Elvis Presley,"Ahh, bringing the south with him up to one of the only places NOT in the south that is still kinda southern, lol. Explains why he was so popular!","Accompanied by guitarist Scotty Moore and bassist Bill Black, Presley was a pioneer of rockabilly, an uptempo, backbeat-driven fusion of country music and rhythm and blues.","Oh yeah! With his guitarist Scotty Moore and bassist Bill Black, they pioneered ""rockabilly"". Basically what we know as his uptempo fusion of country and blues.","He was a symbol to people the world over of the vitality, rebelliousness, and good humor of his country."
3377,John Grisham,Do you read any of his books?,His books have been translated into 42 languages and published worldwide.,"I never have but I heard his books have been translated into 42 languages, I think he's a popular author.",I haven't read any of his books but I do know that his books have sold over 275 million copies worldwide.
3378,J. K. Rowling,"Me, as well! It's such a long, intricate story. I'm blown away by her accomplishment. ","The books have won multiple awards, and sold more than 400 million copies.","Her books  won multiple awards, and sold more than 400 million copies.","I agree. The novels chronicle the lives of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry."
3379,Game Design Expo,when was the principle of game design invented?,The inaugural event in 2007 was the first of its kind in Vancouver.,"I'm not sure on that one, but I know that in 2007, the first Game Design Expo was hosted in Vancouver. While it was invented much earlier, technology has exponentially increased this field.","I'm not sure, but I do know that game design is part of game studies and game theory studies strategic decision making in non-game situations."
3380,Green,Right! I think of green to be associated with items of value like money.,Green is the color between blue and yellow on the visible spectrum.,yea its a great color i think green is better than colors like blue and stuff since its so common',i would assume colors like red and brown were more popular as they are available via berries and mud and are mixed in different combinations to create all other colors
3381,Dog training,Dog training,A dog learns from interactions it has with its environment.,I always wanted to learn how to train dogs. A dog learns from interactions it has with its environment,I have been training my dog to be more obedient.  It's been going well so far.  Do you know much about dog training?
3382,Cheerleading,"I see, I mostly enjoy the chanting of slogans. What else do you know about cheerleading?","It can be performed to motivate sports teams, entertain the audience, or for competition.","It is performed to motivate sports teams, entertain the audience, or for competition.","Well the word cheer originally meant face, countenance, or expression, and came through Old French into Middle English in the 13th century from Low Latin ""cara"", head; this is generally referred to the Greek καρα;"
3383,Snapchat,"Is that why Facebook and Instagram stole snapchat's ""Story"" feature?","The app has evolved from originally focusing on person-to-person photo sharing to presently featuring ""Stories"" of 24-hour chronological content, along with ""Discover"" to let brands show ad-supported short-form entertainment.","yes snapchat featred the ""Stories"" of 24 hour chronological content, along with ""discover"" to let brtands show ad-supported short-form entertainment","yes, it was originally distinguished by only allowing content to be framed in a square (1:1) aspect ratio, but these restrictions were eased in 2015."
3384,no_passages_used,"Cycling
I love cycling ,especially as a race!",no_passages_used,Wow ! I prefer the BMX racing is a type of bicycle racing.,Bicycles were introduced in the 19th century and now number approximately one billion worldwide.  They are the principal means of transportation in many parts of the world.
3385,Benjamin Spock,"Wow, that's a lot of languages to translate a book in. I believe his books are suspenseful and involve law related stories since his background is a lawyer.","Benjamin McLane Spock (May 2, 1903 – March 15, 1998) was an American pediatrician whose book ""Baby and Child Care"" (1946) is one of the best-sellers of all time.","Oh that's really cool, I heard he was writing thrillers as well. It amazes me how people from different backgrounds write books. Grisham was a lawyer, take Benjamin Spock for example, he was a pediatrician who was writing books too.",I'm not quite sure but I know he graduated from Mississippi State University and received a law degree from the University of Mississippi School of Law in 1981.
3386,Harry Potter,That's astounding! ,"They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.",I am an adult reader of the Harry potter. Even though the audiences for it is not limited to people of my age group. It  attracted a wide adult audience as well as younger readers,"She is the first and thus far only billionaire author, and the only author to become the first billionaire author."
3387,Video game development,"ok nice, what are the major tools used  in the process?","The effort is undertaken by a game developer, which may range from a single person to an international team dispersed across the globe.","For one, computers and network access are big in this day and age. Often, games are developed by several people across the globe","I'm not sure, but I do know that Academically, game design is part of game studies, while game theory studies strategic decision making in non-game situations."
